id,name,category,location,price_tier,abv,cask_type,smoky,peaty,spicy,herbal,oily,body,rich,sweet,salty,vanilla,tart,fruity,floral
168,Cascade Moon Edition No. 2,Tennessee,"Tennessee, USA",5,45,"new, charred American oak",40,0,75,45,15,45,45,55,0,35,40,15,0
169,Mars Tsunuki The First Single Malt,Single Malt,"Kyushu, Japan",5,59,ex-bourbon and ex-sherry,10,0,25,5,15,60,70,70,0,40,30,75,10
170,Oban 2006 Distillers Edition (Bottled 2020),Peated Single Malt,"Highlands, Scotland",4,43,finished in ex-Montilla Fino wine barrels,35,20,30,10,15,75,75,60,10,30,10,60,5
171,Bruichladdich Black Art 1994 8.1 Edition 26 Year,Single Malt,"Islay, Scotland",5,45.1,various casks,15,0,40,0,35,60,60,70,15,35,35,85,15
172,Laphroaig 30 Year The Ian Hunter Story Book 2,Peated Single Malt,"Islay, Scotland",5,48.2,European oak oloroso sherry casks,80,70,60,30,30,90,70,40,40,30,20,80,50
173,St. George Single Malt Lot 20,American Single Malt,"California, USA",3,43,various casks,30,0,40,10,0,80,80,70,10,100,60,50,30
174,Angel's Envy Bourbon Finished in Port Wine Barrels Cask Strength (2020 Edition),Bourbon,"Kentucky, USA",5,60.2,"new, charred American oak; finished in port wine barrels",40,0,55,30,45,65,65,70,0,35,35,75,15
175,"Barrell Whiskey Infinite Barrel Project (August 13, 2020)",Blended American Whiskey,USA,3,61.9,,10,0,50,50,20,80,90,70,0,80,20,50,70
176,Four Roses Limited Edition Small Batch Bourbon (2020),Bourbon,"Kentucky, USA",4,55.7,"new, charred American oak",35,0,70,40,20,50,50,65,0,35,45,55,15
177,Knob Creek 15 Year Bourbon (2020 Release),Bourbon,"Kentucky, USA",4,50,"new, charred American oak",55,0,70,45,20,55,55,45,10,40,45,35,0
178,Dalwhinnie 30 Year (2020 Special Release),Single Malt,"Highlands, Scotland",5,51.9,refill hogsheads,5,0,15,30,25,40,65,20,0,15,40,50,20
179,Bruichladdich 1988 / 30: The Untouchable,Single Malt,"Islay, Scotland",5,46.2,refill bourbon barrels and squat hogshead casks,0,0,5,20,30,30,50,15,0,15,20,35,35
180,Eagle Rare 17 Year Bourbon (Fall 2019),Bourbon,"Kentucky, USA",4,50.5,"new, charred American oak",20,0,70,20,20,40,40,45,0,35,55,60,0
181,Ardbeg Traigh Bhan 19 Year Batch 1 (2019),Peated Single Malt,"Islay, Scotland",5,46.2,American oak and ex-oloroso sherry casks,90,80,40,50,60,60,60,50,40,50,25,45,15
182,Michter's 10 Year Single Barrel Kentucky Straight Rye (2019 Release),Rye,"Kentucky, USA",5,46.4,"new, charred American oak",10,0,50,30,20,70,90,80,20,90,30,20,0
183,Balblair 25 Year,Single Malt,"Highlands, Scotland",5,46,"American oak ex-bourbon, finished in Spanish oak oloroso sherry casks",10,0,20,25,65,75,85,65,5,65,15,20,15
184,Glen Grant 1948 Private Collection (Gordon & Macphail),Single Malt,"Speyside, Scotland",5,48.6,first-fill sherry butt,5,10,30,25,10,45,65,35,5,10,40,35,25
185,Laphroaig 28 Year,Peated Single Malt,"Islay, Scotland",5,44.4,"variety of cask sizes, finished in sherry butts",30,50,30,30,50,90,70,60,60,50,10,40,10
186,Lot No. 40 11 Year Cask Strength,Canadian,"Ontario, Canada",4,58.4,new oak barrels,50,0,65,30,15,50,55,40,5,40,25,40,30
187,Eagle Rare 17 Year Bourbon (Fall 2018),Bourbon,"Kentucky , USA",4,50.5,"new, charred American oak",25,0,40,40,20,40,40,50,15,35,30,30,0
188,Wyoming Whiskey Barrel Strength Bourbon (Barrel #3242),Bourbon,"Wyoming, USA",5,62.35,"new, charred American oak",10,0,70,50,0,90,80,80,20,90,30,60,0
189,King of Kentucky 14 Year Kentucky Straight Bourbon (2018 Release),Bourbon,"Kentucky, USA",5,67.5,"new, charred American oak",15,0,75,35,60,85,75,45,10,40,25,35,10
190,Compass Box Hedonism The Muse,Blended Grain,Scotland,5,53.3,,30,0,40,0,40,70,90,80,30,90,0,50,20
191,Booker's Bourbon Batch 2017-04 Sip Awhile,Bourbon,"Kentucky, USA",3,64.05,"new, charred American oak   ",30,0,80,40,20,90,80,60,0,80,10,10,0
192,Balvenie Tun 1509 Batch 4,Single Malt,"Speyside, Scotland",5,51.7,ex-bourbon barrels & ex-sherry butts,10,0,40,10,20,80,70,70,10,80,0,70,40
193,Loch Lomond 50 Year,Single Malt,"Highlands, Scotland",5,46.2,American oak hogshead and sherry European oak hogshead,0,0,25,10,10,75,80,55,0,20,35,55,10
194,Gooderham & Worts Three Grain Little Trinity 17 Year,Canadian,"Ontario, Canada",3,45,ex-bourbon and virgin oak,45,0,50,10,20,55,50,45,0,50,15,55,30
195,George T. Stagg Bourbon (Fall 2017),Bourbon,"Kentucky, USA",4,64.6,"new, charred American oak",45,0,75,20,30,45,45,65,0,40,30,30,0
196,Old Forester Birthday Bourbon 2017,Bourbon,"Kentucky, USA",3,48,"new, charred American oak",30,0,55,15,15,50,50,75,0,40,30,30,0
197,Port Ellen 37 Year (2017 Special Release),Peated Single Malt,"Islay, Scotland",5,51,refill American oak hogheads and refill American oak butts,70,80,40,10,50,80,60,50,70,50,30,30,20
198,Benromach 1974 Heritage Single Cask #1583,Single Malt,"Speyside, Scotland",5,49.1,sherry butt,30,0,35,10,20,60,60,65,10,20,25,65,10
199,Craigellachie 31 Year,Single Malt,"Speyside, Scotland",5,52.2,,40,0,50,0,50,80,80,60,20,80,20,80,10
200,Laphroaig Cairdeas 2017 Cask Strength Quarter Cask Edition,Peated Single Malt,"Islay, Scotland",4,57.2,"first-fill bourbon, finished in American oak quarter-casks",75,80,80,25,10,40,40,35,25,25,35,45,0
201,J.P. Wiser's Dissertation,Canadian,"Ontario, Canada",3,46.1,Virgin Oak,40,0,50,30,25,50,55,45,0,40,25,50,45
202,Compass Box Rivals,Blended Malt,Scotland,5,46,"first-fill ex-bourbon, French oak, and sherry casks",20,0,15,15,10,35,90,50,0,45,15,70,35
203,Four Roses Limited Edition 50th Anniversary Small Batch Bourbon (2017),Bourbon,"Kentucky, USA",4,54.3,"new, charred American oak",30,0,50,10,0,70,80,70,10,90,40,40,10
204,"Booker's Bourbon Batch 2017-01 ""Tommy's Batch""",Bourbon,"Kentucky, USA",3,64.25,"new, charred American oak",40,0,80,30,30,60,60,40,0,30,30,30,0
205,Johnnie Walker 18 Year,Peated Blend,Scotland,4,40,,40,80,50,40,30,70,70,70,10,50,40,70,40
206,anCnoc 35 Year,Single Malt,"Highland, Scotland",5,44.3,Spanish and American oak,5,0,30,25,35,50,60,40,0,40,40,50,20
207,WhistlePig The Boss Hog III: The Independent,Rye,"(bottled in) Vermont, Canada",5,60.3,finished in 250-liter Scotch hogsheads refitted with American Oak heads,10,0,70,35,20,55,55,25,10,30,0,15,10
208,Bruichladdich Black Art 1992 05.1 Edition 24 Year,Single Malt,"Islay, Scotland",5,48.4,,10,0,40,0,50,80,80,60,50,30,20,70,10
209,Caol Ila 15 Year 2000 (2016 Special Release),Peated Single Malt,"Islay, Scotland",4,61.5, refill American oak casks and European oak butts,30,0,30,20,50,70,50,60,50,40,30,40,10
210,Cambus 40 Year 1975 (2016 Special Release),Single Grain,Scotland,5,52.7,refill American oak hogsheads,20,0,50,70,60,70,50,70,0,70,20,40,20
211,Belle Meade Bourbon Madeira Cask Finish,Bourbon,"Tennessee, USA",3,45.2,"new, charred American oak and ex-Malmsey Madeira",30,0,40,20,40,80,90,70,0,80,20,60,20
212,Old Forester Birthday Bourbon 2016,Bourbon,"Kentucky, USA",3,48.5,"new, charred American oak",30,0,60,40,40,60,70,70,0,70,10,40,0
213,Eagle Rare 17 Year Bourbon (Fall 2016),Bourbon,"Kentucky, USA",4,45,"new, charred American oak",30,0,40,10,30,60,80,70,0,70,0,10,0
214,Kavalan Solist PX Sherry Single Cask Strength,Single Malt,Taiwan,5,50,ex-PX Sherry,0,0,30,10,40,70,70,50,0,40,10,40,20
215,Lost Spirits Leviathan I Single Malt,American Single Malt,"California, USA",3,53,French oak ex-late harvest California cabernet sauvignon,80,100,60,10,55,60,55,40,10,25,0,15,20
216,Stauning Peated Whisky 5th Edition (Bottled 2015),Peated Single Malt,Denmark,4,51.1,ex-bourbon,75,65,60,65,85,65,50,60,60,55,0,10,0
217,Stauning KAOS (Bottled October 2014),Other Whiskey,Denmark,5,54.3,,50,35,65,75,85,70,40,35,10,25,0,15,20
218,Four Roses Limited Edition Bourbon Elliott's Select (2016),Bourbon,"Kentucky, USA",4,58.4,"new, charred American oak",20,0,60,30,20,70,70,60,0,70,10,0,0
219,Booker's Rye Whiskey Big Time Batch (2016 Release),Rye,"Kentucky, USA",5,68.1,"new, charred American oak",30,0,80,10,50,80,70,60,0,50,20,0,0
220,Lagavulin Feis Ile 2015,Peated Single Malt,"Islay, Scotland",5,59.9,"ex-bourbon, ex-Pedro Ximenez sherry, used puncheon barrels",40,30,30,10,10,60,70,60,40,50,10,30,20
221,Lock Stock & Barrel Straight Rye Whiskey 16 Year,Rye,Canada,4,53.5,"new, charred American oak",20,0,80,70,20,70,50,40,0,40,30,20,20
222,Teeling Distillery Exclusive 23 Year Single Malt,Single Malt,Ireland,5,52.5,ex-oloroso sherry hogshead,0,0,20,0,20,80,80,60,0,30,20,40,20
223,Forty Creek Port Wood Reserve,Canadian,"Ontario, Canada",3,45,finished in Canadian-tawny-port-style wine barrels,40,0,45,0,0,65,60,55,0,45,20,65,30
224,Old Forester Birthday Bourbon 2014,Bourbon,"Kentucky, USA",3,48.5,"new, charred American oak",20,0,60,35,5,45,40,30,0,60,0,15,15
225,Crown Royal Noble Collection Cornerstone Blend,Canadian,Canada,3,40.3,,10,0,70,10,10,70,60,50,10,50,30,60,10
226,Laphroaig Lore,Peated Single Malt,"Islay, Scotland",4,48,"first-fill sherry, first-fill bourbon, refill bourbon, and whisky finished in European ex-sherry hogshead",70,50,35,40,20,80,80,50,30,20,10,40,15
227,Royal Brackla 21 Year (Discontinued),Single Malt,"Highlands, Scotland",5,40,oloroso sherry butts,20,0,10,20,50,70,70,50,0,40,0,50,30
228,"Booker's Bourbon Batch 2016-01 ""Booker's Bluegrass""",Bourbon,"Kentucky, USA",3,63.95,"new, charred American oak",15,0,60,0,40,70,60,30,0,40,0,15,0
229,Charbay Hop Flavored Whiskey Release III,Other Whiskey,"California, USA",5,66.2,new #3 _ator skin char American oak barrels and neutral vessels,60,0,70,90,20,70,70,40,20,20,60,60,80
230,Charbay Hop Flavored Whiskey R5 Lot No. 3,Other Whiskey,"California, USA",3,49.5,French oak,6,0,70,80,20,70,70,70,20,10,40,40,80
231,Santis Malt Appenzeller Single Malt Edition Dreifaltigkeit,Peated Single Malt,"Appenzell, Switzerland",3,52,Old Oak Beer Casks,70,50,40,0,50,60,60,30,10,20,0,10,0
232,Woodford Reserve Master's Collection 1838 Style White Corn Bourbon,Bourbon,"Kentucky, USA",4,45.2,"new, charred American oak",0,0,20,10,20,40,30,50,0,40,10,30,30
233,Laphroaig Cairdeas 200th Anniversary Edition,Peated Single Malt,"Islay, Scotland",3,51.5,,70,70,0,10,20,80,80,60,20,40,0,60,10
234,Glenmorangie 1970's Collection '71,Single Malt,"Highlands, Scotland",5,43,"ex-bourbon, ex-sherry",20,10,10,0,20,80,80,50,0,30,20,50,10
235,Glenmorangie 1970's Collection '76,Single Malt,"Highlands, Scotland",5,43,,20,0,60,40,50,60,50,30,0,30,20,50,50
236,Heartwood The Revelation Single Malt,Peated Single Malt,"Tasmania, Australia",5,62.5,ex-port & ex-bourbon,40,30,40,20,40,50,60,70,20,70,30,60,50
237,Laphroaig 10 Year Cask Strength (Batch 5),Peated Single Malt,"Islay, Scotland",3,57.2,ex-bourbon,100,90,60,70,50,80,60,40,40,30,60,40,60
238,Octomore 06.1/167 Scottish Barley,Peated Single Malt,"Islay, Scotland",4,57,,100,100,40,10,40,100,60,60,20,60,10,80,20
239,Highland Park 21 Year,Peated Single Malt,"Islands, Scotland",5,47.5,primarily American ex-sherry casks,15,10,65,10,10,60,65,50,5,35,10,40,10
240,I.W. Harper Straight Bourbon,Bourbon,"Kentucky, USA",2,41,"new, charred American oak",5,0,40,5,10,80,80,75,0,30,10,60,10
241,Jura 1984,Single Malt,"Islands, Scotland",5,44,"American white oak, Amoroso and Apostoles ex-sherry butts",20,0,60,20,40,90,90,80,20,50,30,80,40
242,I.W. Harper 15 Year Bourbon,Bourbon,"Kentucky, USA",3,43,"new, charred American oak",0,0,70,70,40,60,70,80,0,80,40,60,80
243,Balvenie Peated Cask 17 Year,Peated Single Malt,"Speyside, Scotland",4,43,"American oak, peated American oak",35,15,20,30,15,80,80,78,15,40,0,10,10
244,Balblair 1999 2nd Release,Single Malt,"Highlands, Scotland",4,46,ex-bourbon/ex-sherry,0,0,35,0,10,80,80,80,5,30,0,40,10
245,anCnoc Vintage 1975,Single Malt,"Highlands, Scotland",5,46,ex-bourbon/ex-sherry,15,0,30,0,20,80,80,70,10,40,5,40,0
246,Woodford Reserve Straight Rye,Rye,"Kentucky, USA",2,45.2,"new, charred American oak",5,0,40,0,10,70,70,70,10,15,15,25,0
247,Four Roses Limited Edition Small Batch Bourbon (2014),Bourbon,"Kentucky, USA",3,55.9,"new, charred American oak",0,0,30,0,10,70,70,80,0,25,0,30,5
248,Yamazaki Sherry Cask 2013,Single Malt,Japan,4,48,Oloroso Sherry Casks,10,15,55,25,40,70,80,75,30,25,30,85,40
249,Old Pulteney 21 Year,Single Malt,"Highlands, Scotland",4,46,ex-bourbon/ex-sherry,30,25,10,5,20,85,90,75,25,35,0,40,0
250,Glenfarclas 40 Year,Single Malt,"Highlands, Scotland",5,46,European oak ex-oloroso sherry cask,30,0,40,30,40,90,90,80,20,50,50,80,40
251,Lock Stock & Barrel Straight Rye Whiskey 13 Year,Rye,Canada,4,50.65,"new, charred American oak",30,0,70,40,30,60,50,40,0,50,30,30,10
252,Michter's 20 Year Single Barrel Bourbon,Bourbon,"Kentucky, USA",5,57.1,"new, charred American oak",0,0,20,15,10,80,80,75,0,20,0,15,15
253,Parker's Heritage Wheat Whiskey 13 Year,Wheat Whiskey,"Kentucky, USA",4,67.5,"new, charred American oak",20,0,40,40,30,70,70,80,0,70,30,50,0
254,Westland Peat Week 2014 Single Cask #279,American Single Malt,"Washington, USA",3,54,1st fill ex Pedro Ximenez sherry hogshead,60,60,60,40,20,60,60,80,20,40,40,80,10
255,Glen Spey 21 Year,Single Malt,"Speyside, Scotland",5,50.4,American ex-bourbon & American ex-sherry,20,0,50,30,40,60,60,70,0,50,30,80,10
256,GlenDronach Parliament 21 Year,Single Malt,"Highlands, Scotland",5,48,"ex-Oloroso sherry, ex-Pedro Ximenez sherry",30,0,60,30,30,60,60,70,10,30,40,70,50
257,Laphroaig 10 Year Cask Strength (Batch 1),Peated Single Malt,"Islay, Scotland",3,57.8,ex-bourbon,60,80,60,60,50,60,60,40,50,40,30,30,0
258,Suntory Royal,Blended,Japan,3,43,"Used Bourbon, Hogshead, Punchen, Sherry Casks, Mizunara",20,0,40,70,70,70,80,70,20,70,60,70,70
259,Hakushu Heavily Peated (2013 Release),Peated Single Malt,Japan,4,48,"Used Bourbon, Hogshead, Puncheon, Sherry Casks",70,70,70,70,70,80,80,60,20,60,50,70,70
260,J.P. Wiser's Legacy Canadian Whisky,Canadian,"Ontario, Canada",2,45,"toasted, new white oak",40,0,60,20,10,55,70,55,0,55,20,60,50
261,Talisker 18 Year,Peated Single Malt,"Islands, Scotland",4,45.8,American and European oak refill cask,70,70,60,50,80,10,90,60,60,60,30,70,80
262,Port Charlotte PC7 Sin An Doigh Ileach,Peated Single Malt,"Islay, Scotland",5,61,ex-bourbon,60,70,35,40,40,50,55,40,35,20,20,40,20
263,Compass Box Spice Tree,Blended Malt,Scotland,2,46,New French Oak Heads & First Fill American Oak Bodies,60,20,80,20,30,70,80,80,10,70,50,70,50
264,Buchanan's Red Seal,Blended,Scotland,5,40,,15,5,20,0,10,80,75,70,0,70,20,70,0
265,Johnnie Walker Platinum,Peated Blend,Scotland,4,40,,40,80,50,40,30,70,70,70,10,50,40,70,40
266,Barrell Bourbon New Year 2023,Bourbon,USA,4,56.77,"new, charred American oak",20,0,50,30,10,80,90,80,10,90,30,10,0
267,Aberfeldy 18 Year Tuscan Red Wine Casks,Single Malt,"Highlands, Scotland",4,43,finished in Tuscan red wine casks,0,0,40,50,40,70,80,50,0,50,40,90,60
268,"Booker's Bourbon Batch 2022-03 ""Kentucky Tea Batch""",Bourbon,"Kentucky , USA",4,63.25,"new, charred American oak",5,0,60,0,25,55,60,40,0,20,10,15,0
269,Widow Jane The Vaults 14 Year Bourbon (2022 Release),Bourbon,USA,5,49.5,"new, charred American oak; finished in Missouri Ozark oak",40,0,65,30,10,65,60,45,40,40,35,25,0
270,Oban 10 Year The Celestial Blaze (2022 Special Release),Peated Single Malt,"Highlands, Scotland",4,57.1,refill new American oak & Amontillado seasoned casks,35,35,30,10,20,45,45,35,5,25,10,50,10
271,Singleton of Glen Ord 15 Year The Enchantress of the Ruby Solstice (2022 Special Release),Single Malt,"Highlands, Scotland",4,54.2,refill American and European oak casks,5,0,15,0,10,80,70,40,0,25,15,80,5
272,Compass Box Flaming Heart (7th Edition),Peated Blended Malt,Scotland,5,48.9,various casks ,55,20,20,10,15,45,45,20,0,15,10,65,5
273,Yellowstone Kentucky Straight Bourbon Finished in Marsala Casks (2022 Limited Edition),Bourbon,"Kentucky, USA",4,50.5,"new, charred American oak; finished in Marsala wine casks",35,0,65,25,15,60,60,45,0,40,40,40,0
274,Redbreast Kentucky Oak Edition,Single Pot Still,Ireland,4,50.5,"ex-bourbon and ex-oloroso sherry butts, finished in American white oak barrels",20,0,30,0,35,65,65,25,0,15,30,20,20
275,Remus 15 Year Gatsby Reserve,Bourbon,"Indiana , USA",5,48.9,"new, charred American oak",30,0,60,30,15,45,45,25,0,25,25,30,0
276,Elijah Craig Barrel Proof Bourbon Batch A122,Bourbon,"Kentucky, USA",3,60.4,"new, charred American oak",5,0,35,5,10,85,80,60,3,20,5,25,0
277,Knob Creek 15 Year Bourbon (2021 Release),Bourbon,"Kentucky, USA",4,50,"new, charred American oak",10,0,50,30,10,90,90,60,0,80,20,40,0
278,Barrell Craft Spirits Bourbon Gold Label (2021 Release),Bourbon,USA,5,56.77,"new, charred American oak ",20,0,50,60,40,90,80,50,20,80,40,30,0
279,Lagavulin 26 Year (2021 Special Release),Peated Single Malt,"Islay, Scotland",5,44.2,Pedro Ximenez & oloroso seasoned first-fill casks,65,45,30,25,15,60,65,50,5,20,10,40,8
280,Middle West Spirits Dark Pumpernickel Rye,Rye,"Ohio, USA",3,48,American oak,5,0,80,30,5,70,80,50,3,20,10,20,5
281,The Last Drop 50 Year Signature Blended Scotch Whisky,Blended,Scotland,5,48.7,,10,0,70,40,0,80,40,30,0,70,40,50,20
282,Larceny Barrel Proof Bourbon Batch B521,Bourbon,"Kentucky, USA",2,60.5,"new, charred American oak ",10,0,30,5,10,65,65,70,5,20,15,40,0
283,Laphroaig Cairdeas 2021 Pedro Ximenez Casks,Peated Single Malt,"Islay, Scotland",4,58.9,"American oak ex-bourbon, quarter casks, ex-PX Sherry European oak hogsheads",35,55,25,45,15,40,40,45,15,15,10,55,5
284,Bruichladdich Laddie Origins Feis Ile 2021,Single Malt,"Islay, Scotland",5,56.3,Various casks,0,0,25,40,35,50,55,25,5,20,30,55,20
285,Elijah Craig Barrel Proof Bourbon Batch B521,Bourbon,"Kentucky, USA",3,59.1,"new, charred American oak",5,0,20,0,10,70,80,70,5,30,10,30,0
286,Bruichladdich Black Art 1992 9.1 Edition 29 Year,Single Malt,"Islay, Scotland",5,44.1,,0,0,15,35,45,50,55,40,0,20,40,35,10
287,Bruichladdich Bere Barley 2011,Single Malt,"Islay, Scotland",4,50,Ex-bourbon casks,0,0,15,35,50,60,65,20,5,30,35,40,10
288,Jefferson's Rye Cognac Cask Finish,Rye,USA,3,47,finished in cognac casks,30,0,60,30,30,90,90,60,0,70,30,80,70
289,Barrell Seagrass,Rye,"(bottled in) Kentucky, Multiple Countries",4,59.2,"finished in Martinique rhum, Malmsey Madeira, and apricot brandy casks",0,0,50,40,10,90,70,60,0,60,40,80,30
290,Elijah Craig Barrel Proof Bourbon Batch A121,Bourbon,"Kentucky, USA",3,61.8,"new, charred American oak",10,0,45,5,15,70,80,60,5,30,15,40,0
291,Benromach 21 Year,Single Malt,"Speyside, Scotland",4,43,first-fill sherry and bourbon casks,10,0,25,20,40,45,60,35,0,30,30,40,15
292,Kilkerran 16 Year,Peated Single Malt,"Campbeltown, Scotland",5,46,"96% Bourbon, 4% Madeira",20,10,30,45,50,60,55,20,10,20,15,25,10
293,Laphroaig 10 Year Sherry Oak Finish,Peated Single Malt,"Islay, Scotland",4,48,finished in ex-oloroso sherry oak casks,20,50,15,20,20,85,75,60,5,15,10,40,0
294,Thomas H. Handy Sazerac Rye (Fall 2020),Rye,"Kentucky, USA",4,64.5,"new, charred American oak",10,0,90,50,0,90,40,30,0,60,40,30,0
295,William Larue Weller Bourbon (Fall 2020),Bourbon,"Kentucky, USA",4,67.25,"new, charred American oak",20,0,40,50,0,90,70,60,0,80,30,20,0
296,Laphroaig Cairdeas 2020 Port & Wine Casks,Peated Single Malt,"Islay, Scotland",3,52,"former ruby port barriques, ex-bourbon, ex-red wine casks",60,50,40,25,30,50,50,55,25,15,10,40,0
297,Laphroaig 30 Year The Ian Hunter Story Book 1,Peated Single Malt,"Islay, Scotland",5,46.7,first-fill bourbon ,60,60,60,50,70,80,70,50,40,80,30,50,30
298,Stagg Jr Barrel Proof Bourbon Batch 13,Bourbon,"Kentucky , USA",2,64.2,"new, charred American oak",20,0,60,50,10,90,70,60,0,80,40,30,0
299,Pike Creek 21 Year Oloroso Cask Finish,Canadian,"Ontario, Canada",4,45,Oloroso sherry casks and other oak casks,55,0,35,15,35,40,50,50,0,40,25,45,20
300,Angel's Envy Bourbon Finished in Port Wine Barrels Cask Strength (2019 Edition),Bourbon,"Kentucky, USA",5,61.2,"new, charred American oak; finished in ex-port casks",15,0,55,15,50,65,70,65,5,65,15,30,10
301,Canadian Club Chronicles 42 Year,Canadian,"Ontario, Canada",5,45,ex-bourbon,45,0,50,25,30,45,50,40,0,40,15,45,30
302,Aberfeldy Exceptional Cask Series 18 Year Double Cask,Single Malt,"Highlands, Scotland",5,53.8,sherry,10,0,45,35,60,75,70,65,5,45,10,30,15
303,Rabbit Hole Cavehill Kentucky Straight Bourbon,Bourbon,"Kentucky , USA",3,47.5,toasted and charred new American oak (char #3),0,0,45,0,25,65,70,55,20,20,10,30,5
304,Four Roses Limited Edition Small Batch Bourbon (2019),Bourbon,"Kentucky, USA",4,56.3,"new, charred American oak",20,0,85,70,75,85,90,70,0,70,50,70,40
305,Bruichladdich Bere Barley 2010,Single Malt,"Islay, Scotland",4,50,American oak ex-bourbon,0,10,10,35,50,50,50,20,0,20,25,35,10
306,Clynelish 20 Year 200th Anniversary,Single Malt,"Highlands, Scotland",5,57.3,Bodega sherry casks & refill American oak casks,0,0,20,15,45,60,65,20,15,25,35,40,10
307,Bowmore 15 Year Feis Ile 2019,Peated Single Malt,"Islay, Scotland",4,51.7,ex-bourbon,20,20,10,15,25,50,60,35,20,25,30,65,20
308,Caol Ila 22 Year Feis Ile 2019,Peated Single Malt,"Islay, Scotland",5,58.4,sherry-treated freshly-charred American oak hogsheads,25,25,20,20,45,60,50,25,20,30,25,35,10
309,Forager's Keep 26 Year,Single Malt,Scotland,5,48,,25,25,30,0,35,55,60,50,15,25,20,20,10
310,Wild Turkey Master's Keep Cornerstone Rye,Rye,"Kentucky, USA",5,54.5,"new, charred American oak",30,0,30,25,15,45,45,30,0,30,65,55,0
311,Bulleit 12 Year Rye,Rye,"Indiana, USA",2,46,"new, charred American oak",5,0,45,0,40,65,70,20,20,35,0,35,0
